Code,Name,Descrption,Note,Quantity,Man-Hours,Total Man-Hours
1300 060.170.120.840,SPI-INTOOLS - Marshalling Panel (SPI Wiring),INST E&D - Dwgs - SPI-INTOOLS - Marshalling Pnl (SPI Wiring),Instrument Engineering and Design - Drawings - SPI-INTOOLS - Marshalling Panel (SPI Wiring),0,0,0
1300 060.170.130.770,Remote I/O Panel (Physicals),INST E&D - Dwgs - Remote I/O Pnl (Physicals),Instrument Engineering and Design - Drawings - Remote I/O Panel (Physicals),0,0,0
1300 060.170.140.770,Remote I/O Panel (Wiring),INST E&D - Dwgs - Remote I/O Pnl (Wiring),Instrument Engineering and Design - Drawings - Remote I/O Panel (Wiring),0,0,0
1300 060.170.150.840,SPI-INTOOLS - Remote I/O Pane (SPI Wiring),INST E&D - Dwgs - SPI-INTOOLS - Remote I/O Pane (SPI Wiring),Instrument Engineering and Design - Drawings - SPI-INTOOLS - Remote I/O Pane (SPI Wiring),0,0,0
1300 060.170.160.770,Junction Box (Physicals),INST E&D - Dwgs - Junction Box (Physicals),Instrument Engineering and Design - Drawings - Junction Box (Physicals),0,0,0
1300 060.170.170.770,Junction Box (Wiring),INST E&D - Dwgs - Junction Box (Wiring),Instrument Engineering and Design - Drawings - Junction Box (Wiring),0,0,0
1300 060.170.180.840,SPI-INTOOLS - Junction Box (SPI Wiring),INST E&D - Dwgs - SPI-INTOOLS - Junction Box (SPI Wiring),Instrument Engineering and Design - Drawings - SPI-INTOOLS - Junction Box (SPI Wiring),0,0,0
1300 060.170.190.770,Safety System Panel (Physicals),INST E&D - Dwgs - Sfty Sys Pnl (Physicals),Instrument Engineering and Design - Drawings - Safety System Panel (Physicals),0,0,0
1300 060.170.200.770,Safety System Panel (Wiring),INST E&D - Dwgs - Sfty Sys Pnl (Wiring),Instrument Engineering and Design - Drawings - Safety System Panel (Wiring),0,0,0
1300 060.170.210.840,SPI-INTOOLS - Safety System Panel (SPI Wiring),INST E&D - Dwgs - SPI-INTOOLS - Sfty Sys Pnl (SPI Wiring),Instrument Engineering and Design - Drawings - SPI-INTOOLS - Safety System Panel (SPI Wiring),0,0,0
1300 060.170.220.770,Fire & Gas Panel (Physicals),INST E&D - Dwgs - Fire/Gas Pnl (Physicals),Instrument Engineering and Design - Drawings - Fire & Gas Panel (Physicals),0,0,0
1300 060.170.230.770,Fire & Gas Panel (Wiring),INST E&D - Dwgs - Fire/Gas Pnl (Wiring),Instrument Engineering and Design - Drawings - Fire & Gas Panel (Wiring),0,0,0
1300 060.170.240.840,SPI-INTOOLS - Fire & Gas Panel (SPI Wiring),INST E&D - Dwgs - SPI-INTOOLS - Fire/Gas Pnl (SPI Wiring),Instrument Engineering and Design - Drawings - SPI-INTOOLS - Fire & Gas Panel (SPI Wiring),0,0,0
1300 060.170.250.770,Communication/PA anel Drawings (Physicals),INST E&D - Dwgs - Comm/PA anel Dwgs (Physicals),Instrument Engineering and Design - Drawings - Communication/PA anel Drawings (Physicals),0,0,0
1300 060.170.260.770,Communication/PA (Wiring),INST E&D - Dwgs - Comm/PA (Wiring),Instrument Engineering and Design - Drawings - Communication/PA (Wiring),0,0,0
1300 060.170.270.840,SPI-INTOOLS - Communication/PA (SPI Wiring),INST E&D - Dwgs - SPI-INTOOLS - Comm/PA (SPI Wiring),Instrument Engineering and Design - Drawings - SPI-INTOOLS - Communication/PA (SPI Wiring),0,0,0
1300 060.170.280.770,Loop Diagrams,INST E&D - Dwgs - Loop Diags,Instrument Engineering and Design - Drawings - Loop Diagrams,0,0,0
1300 060.170.290.840,SPI-INTOOLS - Loop Diagrams (SPI Wiring),INST E&D - Dwgs - SPI-INTOOLS - Loop Diags (SPI Wiring),Instrument Engineering and Design - Drawings - SPI-INTOOLS - Loop Diagrams (SPI Wiring),0,0,0
1300 060.170.300.770,Instrument Location Plans,INST E&D - Dwgs - Instrument Location Plans,Instrument Engineering and Design - Drawings - Instrument Location Plans,0,0,0
1300 060.170.310.770,Instrument Installation Details,INST E&D - Dwgs - Instrument Installation Details,Instrument Engineering and Design - Drawings - Instrument Installation Details,0,0,0
1300 060.170.320.770,ESD/Safety Location Plans,INST E&D - Dwgs - ESD/Sfty Location Plans,Instrument Engineering and Design - Drawings - ESD/Safety Location Plans,0,0,0
1300 060.170.330.770,ESD/Safety Installation Details,INST E&D - Dwgs - ESD/Sfty Installation Details,Instrument Engineering and Design - Drawings - ESD/Safety Installation Details,0,0,0
1300 060.170.340.770,Fire & Gas Plan Drawings,INST E&D - Dwgs - Fire/Gas Plan Dwgs,Instrument Engineering and Design - Drawings - Fire & Gas Plan Drawings,0,0,0
1300 060.170.350.770,"Fire & Gas Details  (Stands, Bottles, Etc.)","INST E&D - Dwgs - Fire/Gas Details  (Stands, Bottles, Etc.)","Instrument Engineering and Design - Drawings - Fire & Gas Details  (Stands, Bottles, Etc.)",0,0,0
1300 060.170.360.770,"Communication/PA-GA (LAN, Satellite, Phone, CATV) Plans","INST E&D - Dwgs - Comm/PA-GA (LAN, SAT, Phone, CATV) Plans","Instrument Engineering and Design - Drawings - Communication/PA-GA (LAN, Satellite, Phone, CATV) Plans",0,0,0
1300 060.170.370.770,"Communication/PA-GA (LAN, Satellite, Phone, CATV) Details","INST E&D - Dwgs - Comm/PA-GA (LAN, SAT, Phone, CATV) Details","Instrument Engineering and Design - Drawings - Communication/PA-GA (LAN, Satellite, Phone, CATV) Details",0,0,0
1300 060.170.380.770,Fusible Plug (TSE),INST E&D - Dwgs - Fusible Plug (TSE),Instrument Engineering and Design - Drawings - Fusible Plug (TSE),0,0,0
1300 060.170.390.770,Hydraulic/Pneumatic Panel,INST E&D - Dwgs - Hydraulic/Pneumatic Pnl,Instrument Engineering and Design - Drawings - Hydraulic/Pneumatic Panel,0,0,0
1300 060.170.400.730,PDMS DRAFT - Major Equipment,INST E&D - Dwgs - PDMS DRAFT - Major Equip,Instrument Engineering and Design - Drawings - PDMS DRAFT - Major Equipment,1,0,0
1300 060.170.410.730,PDMS DRAFT - Instrumentation,INST E&D - Dwgs - PDMS DRAFT - Instrumentation,Instrument Engineering and Design - Drawings - PDMS DRAFT - Instrumentation,1,0,0
1300 060.170.420.730,PDMS DRAFT - ESD/Safety,INST E&D - Dwgs - PDMS DRAFT - ESD/Sfty,Instrument Engineering and Design - Drawings - PDMS DRAFT - ESD/Safety,0,0,0
1300 060.170.430.730,PDMS DRAFT - Fire & Gas,INST E&D - Dwgs - PDMS DRAFT - Fire/Gas,Instrument Engineering and Design - Drawings - PDMS DRAFT - Fire & Gas,0,0,0
1300 060.170.440.730,PDMS DRAFT - Communication/PA-GA,INST E&D - Dwgs - PDMS DRAFT - Comm/PA-GA,Instrument Engineering and Design - Drawings - PDMS DRAFT - Communication/PA-GA,0,0,0
1300 070.000.000.000,Electrical Engineering and Design,Elec Eng and Design,Electrical Engineering and Design,0,0,0
1300 070.110.000.000,Reports and Studies,ELEC E&D - Reports and Studies,Electrical Engineering and Design - Reports and Studies,0,0,0
1300 070.110.010.000,ETAP/SKM Report,ELEC E&D - Reports/Studies - ETAP/SKM Report,Electrical Engineering and Design - Reports and Studies - ETAP/SKM Report,1,0,0
1300 070.110.020.000,Load Study,ELEC E&D - Reports/Studies - Load Study,Electrical Engineering and Design - Reports and Studies - Load Study,1,0,0
1300 070.110.990.000,Specialty/Other,ELEC E&D - Reports/Studies - Specialty/Other,Electrical Engineering and Design - Reports and Studies - Specialty/Other,0,0,0
1300 070.120.000.000,Datasheets and Specifications,ELEC E&D - Datasheets and Specs,Electrical Engineering and Design - Datasheets and Specifications,0,0,0
1300 070.120.010.000,Generator,ELEC E&D - Datasheets/Specs - Generator,Electrical Engineering and Design - Datasheets and Specifications - Generator,1,0,0
1300 070.120.020.000,Transformer (Medium Voltage),ELEC E&D - Datasheets/Specs - Transformer (Medium Voltage),Electrical Engineering and Design - Datasheets and Specifications - Transformer (Medium Voltage),1,0,0
1300 070.120.030.000,MCC (Low Voltage),ELEC E&D - Datasheets/Specs - MCC (Low Voltage),Electrical Engineering and Design - Datasheets and Specifications - MCC (Low Voltage),0,0,0
1300 070.120.040.000,MCC (Medium Voltage),ELEC E&D - Datasheets/Specs - MCC (Medium Voltage),Electrical Engineering and Design - Datasheets and Specifications - MCC (Medium Voltage),0,0,0
1300 070.120.050.000,Switchgear (Low Voltage),ELEC E&D - Datasheets/Specs - Switchgear (Low Voltage),Electrical Engineering and Design - Datasheets and Specifications - Switchgear (Low Voltage),0,0,0
1300 070.120.060.000,Switchgear (Medium Voltage),ELEC E&D - Datasheets/Specs - Switchgear (Medium Voltage),Electrical Engineering and Design - Datasheets and Specifications - Switchgear (Medium Voltage),0,0,0
1300 070.120.070.000,VFD (Low Voltage),ELEC E&D - Datasheets/Specs - VFD (Low Voltage),Electrical Engineering and Design - Datasheets and Specifications - VFD (Low Voltage),0,0,0
1300 070.120.080.000,VFD (Medium Voltage),ELEC E&D - Datasheets/Specs - VFD (Medium Voltage),Electrical Engineering and Design - Datasheets and Specifications - VFD (Medium Voltage),0,0,0
1300 070.120.090.000,Wiring & Installation,ELEC E&D - Datasheets/Specs - Wiring & Installation,Electrical Engineering and Design - Datasheets and Specifications - Wiring & Installation,0,0,0
1300 070.120.100.000,AC UPS System,ELEC E&D - Datasheets/Specs - AC UPS Sys,Electrical Engineering and Design - Datasheets and Specifications - AC UPS System,0,0,0
1300 070.120.110.000,DC UPS System,ELEC E&D - Datasheets/Specs - DC UPS Sys,Electrical Engineering and Design - Datasheets and Specifications - DC UPS System,0,0,0
1300 070.120.120.000,Motors (Low Voltage),ELEC E&D - Datasheets/Specs - Motors (Low Voltage),Electrical Engineering and Design - Datasheets and Specifications - Motors (Low Voltage),0,0,0
1300 070.120.130.000,Motors (Medium Voltage),ELEC E&D - Datasheets/Specs - Motors (Medium Voltage),Electrical Engineering and Design - Datasheets and Specifications - Motors (Medium Voltage),0,0,0
1300 070.120.140.000,MCC/Control Building,ELEC E&D - Datasheets/Specs - MCC/Cntrl Bldg,Electrical Engineering and Design - Datasheets and Specifications - MCC/Control Building,0,0,0
1300 070.120.150.000,Panel Boards,ELEC E&D - Datasheets/Specs - Pnl Boards,Electrical Engineering and Design - Datasheets and Specifications - Panel Boards,0,0,0
1300 070.120.160.000,Nav Aids,ELEC E&D - Datasheets/Specs - Nav Aids,Electrical Engineering and Design - Datasheets and Specifications - Nav Aids,0,0,0
1300 070.120.170.000,Heat Tracing,ELEC E&D - Datasheets/Specs - Heat Tracing,Electrical Engineering and Design - Datasheets and Specifications - Heat Tracing,0,0,0
1300 070.120.980.000,Construction,ELEC E&D - Datasheets/Specs - Const,Electrical Engineering and Design - Datasheets and Specifications - Construction,0,0,0
1300 070.120.990.000,Specialty/Other,ELEC E&D - Datasheets/Specs - Specialty/Other,Electrical Engineering and Design - Datasheets and Specifications - Specialty/Other,0,0,0
1300 070.130.000.000,Calculations and Analysis,ELEC E&D - Calculations and Analysis,Electrical Engineering and Design - Calculations and Analysis,0,0,0
1300 070.130.010.000,Cable Sizing,ELEC E&D - Calcs/Analysis - Cable Sizing,Electrical Engineering and Design - Calculations and Analysis - Cable Sizing,1,0,0
1300 070.130.020.000,Protective Device Sizing,ELEC E&D - Calcs/Analysis - Prot Device Sizing,Electrical Engineering and Design - Calculations and Analysis - Protective Device Sizing,0,0,0
1300 070.130.030.000,Voltage Drop,ELEC E&D - Calcs/Analysis - Voltage Drop,Electrical Engineering and Design - Calculations and Analysis - Voltage Drop,1,0,0
1300 070.130.040.000,Power Factor Correction,ELEC E&D - Calcs/Analysis - Power Factor Correction,Electrical Engineering and Design - Calculations and Analysis - Power Factor Correction,0,0,0
1300 070.130.050.000,Harmonic Analysis,ELEC E&D - Calcs/Analysis - Harmonic Analysis,Electrical Engineering and Design - Calculations and Analysis - Harmonic Analysis,0,0,0
1300 070.130.060.000,Lighting,ELEC E&D - Calcs/Analysis - Lighting,Electrical Engineering and Design - Calculations and Analysis - Lighting,0,0,0
1300 070.130.070.000,Lightning Protection,ELEC E&D - Calcs/Analysis - Lightning Protection,Electrical Engineering and Design - Calculations and Analysis - Lightning Protection,0,0,0
1300 070.130.080.000,Conduit/Tray Fill,ELEC E&D - Calcs/Analysis - Conduit/Tray Fill,Electrical Engineering and Design - Calculations and Analysis - Conduit/Tray Fill,0,0,0
1300 070.130.090.000,UPS Sizing,ELEC E&D - Calcs/Analysis - UPS Sizing,Electrical Engineering and Design - Calculations and Analysis - UPS Sizing,0,0,0
1300 070.130.100.000,DC/Battery Sizing,ELEC E&D - Calcs/Analysis - DC/Battery Sizing,Electrical Engineering and Design - Calculations and Analysis - DC/Battery Sizing,0,0,0
1300 070.130.110.850,SKM-ETAP  - One-Line Preparation/Modeling,ELEC E&D - Calcs/Analysis - SKM-ETAP  - One-Line Prep/Model,Electrical Engineering and Design - Calculations and Analysis - SKM-ETAP  - One-Line Preparation/Modeling,1,0,0
1300 070.130.120.850,SKM-ETAP  - Short Circuit,ELEC E&D - Calcs/Analysis - SKM-ETAP  - Short Circuit,Electrical Engineering and Design - Calculations and Analysis - SKM-ETAP  - Short Circuit,0,0,0
1300 070.130.130.850,SKM-ETAP  - Motor Starting ,ELEC E&D - Calcs/Analysis - SKM-ETAP  - Motor Starting ,Electrical Engineering and Design - Calculations and Analysis - SKM-ETAP  - Motor Starting ,0,0,0
1300 070.130.140.850,SKM-ETAP  - Load Flow ,ELEC E&D - Calcs/Analysis - SKM-ETAP  - Load Flow ,Electrical Engineering and Design - Calculations and Analysis - SKM-ETAP  - Load Flow ,0,0,0
1300 070.130.150.850,SKM-ETAP  - Arc Flash ,ELEC E&D - Calcs/Analysis - SKM-ETAP  - Arc Flash ,Electrical Engineering and Design - Calculations and Analysis - SKM-ETAP  - Arc Flash ,0,0,0
1300 070.130.160.850,SKM-ETAP  - Protective Relay Coordination ,ELEC E&D - Calcs/Analysis - SKM-ETAP  - Prot Relay Coord ,Electrical Engineering and Design - Calculations and Analysis - SKM-ETAP  - Protective Relay Coordination ,0,0,0
1300 070.130.170.850,SKM-ETAP  - Harmonics,ELEC E&D - Calcs/Analysis - SKM-ETAP  - Harmonics,Electrical Engineering and Design - Calculations and Analysis - SKM-ETAP  - Harmonics,0,0,0
1300 070.130.990.000,Specialty/Other,ELEC E&D - Calcs/Analysis - Specialty/Other,Electrical Engineering and Design - Calculations and Analysis - Specialty/Other,0,0,0
1300 070.140.000.000,Lists and Schedules ,ELEC E&D - Lists and Schedules ,Electrical Engineering and Design - Lists and Schedules ,0,0,0
1300 070.140.010.000,Electrical Equipment List,ELEC E&D - Lists/Schedules - Elec Equip List,Electrical Engineering and Design - Lists and Schedules  - Electrical Equipment List,1,0,0
1300 070.140.020.000,Power/Control Cable Schedule,ELEC E&D - Lists/Schedules - Power/Cntrl Cable Schedule,Electrical Engineering and Design - Lists and Schedules  - Power/Control Cable Schedule,0,0,0
1300 070.140.030.000,Load List,ELEC E&D - Lists/Schedules - Load List,Electrical Engineering and Design - Lists and Schedules  - Load List,0,0,0
1300 070.140.040.000,Hazardous Area Equipment Certification List,ELEC E&D - Lists/Schedules - Hazard Area Equip Cert List,Electrical Engineering and Design - Lists and Schedules  - Hazardous Area Equipment Certification List,0,0,0
1300 070.140.990.000,Specialty/Other,ELEC E&D - Lists/Schedules - Specialty/Other,Electrical Engineering and Design - Lists and Schedules  - Specialty/Other,0,0,0
1300 070.150.000.000,Purchase Requisitions,ELEC E&D - Purchase Requisitions,Electrical Engineering and Design - Purchase Requisitions,0,0,0
1300 070.150.010.000,Generator,ELEC E&D - Purchase Reqs - Generator,Electrical Engineering and Design - Purchase Requisitions - Generator,1,1,1
1300 070.150.020.000,Transformer (Medium Voltage),ELEC E&D - Purchase Reqs - Transformer (Medium Voltage),Electrical Engineering and Design - Purchase Requisitions - Transformer (Medium Voltage),1,1,1
1300 070.150.030.000,MCC (Low Voltage),ELEC E&D - Purchase Reqs - MCC (Low Voltage),Electrical Engineering and Design - Purchase Requisitions - MCC (Low Voltage),0,0,0
1300 070.150.040.000,MCC (Medium Voltage),ELEC E&D - Purchase Reqs - MCC (Medium Voltage),Electrical Engineering and Design - Purchase Requisitions - MCC (Medium Voltage),0,0,0
1300 070.150.050.000,Switchgear (Low Voltage),ELEC E&D - Purchase Reqs - Switchgear (Low Voltage),Electrical Engineering and Design - Purchase Requisitions - Switchgear (Low Voltage),0,0,0
1300 070.150.060.000,Switchgear (Medium Voltage),ELEC E&D - Purchase Reqs - Switchgear (Medium Voltage),Electrical Engineering and Design - Purchase Requisitions - Switchgear (Medium Voltage),0,0,0
1300 070.150.070.000,VFD (Low Voltage),ELEC E&D - Purchase Reqs - VFD (Low Voltage),Electrical Engineering and Design - Purchase Requisitions - VFD (Low Voltage),0,0,0
1300 070.150.080.000,VFD (Medium Voltage),ELEC E&D - Purchase Reqs - VFD (Medium Voltage),Electrical Engineering and Design - Purchase Requisitions - VFD (Medium Voltage),0,0,0
1300 070.150.090.000,Wiring & Installation,ELEC E&D - Purchase Reqs - Wiring & Installation,Electrical Engineering and Design - Purchase Requisitions - Wiring & Installation,0,0,0
1300 070.150.100.000,AC UPS System,ELEC E&D - Purchase Reqs - AC UPS Sys,Electrical Engineering and Design - Purchase Requisitions - AC UPS System,0,0,0
1300 070.150.110.000,DC UPS System,ELEC E&D - Purchase Reqs - DC UPS Sys,Electrical Engineering and Design - Purchase Requisitions - DC UPS System,0,0,0
